"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"150","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","27","Parameter 'title' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"151","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","27","Public method and constructor comments are required","Documentation","CommentRequired"
"152","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","27","Public method and constructor comments are required","Documentation","CommentRequired"
"153","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","37","Avoid variables with short names like id","Code Style","ShortVariable"
"154","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","37","Avoid variables with short names like id","Code Style","ShortVariable"
"155","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","37","Parameter 'id' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"156","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","37","Parameter 'id' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"157","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","47","Parameter 'empname' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"158","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","47","Parameter 'empname' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"159","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","57","Parameter 'empdesignation' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"160","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","57","Parameter 'empdesignation' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"161","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","65","Parameter 'location' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"162","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","65","Parameter 'location' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"163","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","69","Comment is too large: Too many lines","Documentation","CommentSize"
"164","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/Employee.java","3","69","Comment is too large: Too many lines","Documentation","CommentSize"
"165","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","20","Field comments are required","Documentation","CommentRequired"
"166","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","20","Field comments are required","Documentation","CommentRequired"
"167","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"168","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"169","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","20","Private field 'jdbcURL' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"170","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","20","Private field 'jdbcURL' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"171","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","21","Field comments are required","Documentation","CommentRequired"
"172","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","21","Field comments are required","Documentation","CommentRequired"
"173","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"174","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"175","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","21","Private field 'jdbcUsername' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"176","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","21","Private field 'jdbcUsername' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"177","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","22","Field comments are required","Documentation","CommentRequired"
"178","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","22","Field comments are required","Documentation","CommentRequired"
"179","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"180","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"181","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","22","Private field 'jdbcPassword' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"182","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","22","Private field 'jdbcPassword' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"183","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","23","Field comments are required","Documentation","CommentRequired"
"184","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","23","Field comments are required","Documentation","CommentRequired"
"185","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"186","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"187","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","24","Avoid unused private fields such as 'jdbcConnection2'.","Best Practices","UnusedPrivateField"
"188","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","24","Avoid unused private fields such as 'jdbcConnection2'.","Best Practices","UnusedPrivateField"
"189","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","24","Field comments are required","Documentation","CommentRequired"
"190","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","24","Field comments are required","Documentation","CommentRequired"
"191","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","26","Parameter 'jdbcPassword' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"192","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","26","Parameter 'jdbcPassword' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"193","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","26","Parameter 'jdbcURL' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"194","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","26","Parameter 'jdbcURL' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"195","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","26","Parameter 'jdbcUsername' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"196","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","26","Parameter 'jdbcUsername' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"197","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","26","Public method and constructor comments are required","Documentation","CommentRequired"
"198","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","26","Public method and constructor comments are required","Documentation","CommentRequired"
"199","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","32","Protected method constructor comments are required","Documentation","CommentRequired"
"200","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","32","Protected method constructor comments are required","Documentation","CommentRequired"
"201","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","44","Protected method constructor comments are required","Documentation","CommentRequired"
"202","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","44","Protected method constructor comments are required","Documentation","CommentRequired"
"203","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","50","Parameter 'emp' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"204","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","50","Parameter 'emp' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"205","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","50","Public method and constructor comments are required","Documentation","CommentRequired"
"206","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","50","Public method and constructor comments are required","Documentation","CommentRequired"
"207","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","51","Local variable 'sql' could be declared final","Code Style","LocalVariableCouldBeFinal"
"208","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","51","Local variable 'sql' could be declared final","Code Style","LocalVariableCouldBeFinal"
"209","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","54","Local variable 'statement' could be declared final","Code Style","LocalVariableCouldBeFinal"
"210","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","54","Local variable 'statement' could be declared final","Code Style","LocalVariableCouldBeFinal"
"211","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","55","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"212","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","55","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"213","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","56","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"214","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","56","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"215","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","57","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"216","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","57","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"217","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","59","Local variable 'rowInserted' could be declared final","Code Style","LocalVariableCouldBeFinal"
"218","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","59","Local variable 'rowInserted' could be declared final","Code Style","LocalVariableCouldBeFinal"
"219","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","59","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"220","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","59","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"221","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","60","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"222","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","60","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"223","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","65","Public method and constructor comments are required","Documentation","CommentRequired"
"224","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","65","Public method and constructor comments are required","Documentation","CommentRequired"
"225","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","66","Local variable 'listEmp' could be declared final","Code Style","LocalVariableCouldBeFinal"
"226","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","66","Local variable 'listEmp' could be declared final","Code Style","LocalVariableCouldBeFinal"
"227","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","68","Local variable 'sql' could be declared final","Code Style","LocalVariableCouldBeFinal"
"228","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","68","Local variable 'sql' could be declared final","Code Style","LocalVariableCouldBeFinal"
"229","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","72","Ensure that resources like this Statement object are closed after use","Error Prone","CloseResource"
"230","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","72","Ensure that resources like this Statement object are closed after use","Error Prone","CloseResource"
"231","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","72","Local variable 'statement' could be declared final","Code Style","LocalVariableCouldBeFinal"
"232","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","72","Local variable 'statement' could be declared final","Code Style","LocalVariableCouldBeFinal"
"233","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","73","Ensure that resources like this ResultSet object are closed after use","Error Prone","CloseResource"
"234","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","73","Ensure that resources like this ResultSet object are closed after use","Error Prone","CloseResource"
"235","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","73","Local variable 'resultSet' could be declared final","Code Style","LocalVariableCouldBeFinal"
"236","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","73","Local variable 'resultSet' could be declared final","Code Style","LocalVariableCouldBeFinal"
"237","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","73","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"238","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","73","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"239","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","75","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"240","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","75","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"241","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","76","Avoid variables with short names like id","Code Style","ShortVariable"
"242","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","76","Avoid variables with short names like id","Code Style","ShortVariable"
"243","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","76","Local variable 'id' could be declared final","Code Style","LocalVariableCouldBeFinal"
"244","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","76","Local variable 'id' could be declared final","Code Style","LocalVariableCouldBeFinal"
"245","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","77","Local variable 'empname' could be declared final","Code Style","LocalVariableCouldBeFinal"
"246","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","77","Local variable 'empname' could be declared final","Code Style","LocalVariableCouldBeFinal"
"247","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","78","Local variable 'empdesignation' could be declared final","Code Style","LocalVariableCouldBeFinal"
"248","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","78","Local variable 'empdesignation' could be declared final","Code Style","LocalVariableCouldBeFinal"
"249","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","79","Local variable 'location' could be declared final","Code Style","LocalVariableCouldBeFinal"
"250","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","79","Local variable 'location' could be declared final","Code Style","LocalVariableCouldBeFinal"
"251","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","81","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"252","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","81","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"253","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","81","Local variable 'emp' could be declared final","Code Style","LocalVariableCouldBeFinal"
"254","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","81","Local variable 'emp' could be declared final","Code Style","LocalVariableCouldBeFinal"
"255","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","85","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"256","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","85","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"257","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","86","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"258","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","86","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"259","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","93","Parameter 'book' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"260","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","93","Parameter 'book' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"261","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","93","Public method and constructor comments are required","Documentation","CommentRequired"
"262","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","93","Public method and constructor comments are required","Documentation","CommentRequired"
"263","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","94","Local variable 'sql' could be declared final","Code Style","LocalVariableCouldBeFinal"
"264","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","94","Local variable 'sql' could be declared final","Code Style","LocalVariableCouldBeFinal"
"265","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","98","Local variable 'statement' could be declared final","Code Style","LocalVariableCouldBeFinal"
"266","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","98","Local variable 'statement' could be declared final","Code Style","LocalVariableCouldBeFinal"
"267","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","99","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"268","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","99","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"269","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","101","Local variable 'rowDeleted' could be declared final","Code Style","LocalVariableCouldBeFinal"
"270","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","101","Local variable 'rowDeleted' could be declared final","Code Style","LocalVariableCouldBeFinal"
"271","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","101","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"272","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","101","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"273","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","102","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"274","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","102","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"275","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","107","Parameter 'emp' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"276","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","107","Parameter 'emp' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"277","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","107","Public method and constructor comments are required","Documentation","CommentRequired"
"278","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","107","Public method and constructor comments are required","Documentation","CommentRequired"
"279","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","109","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"280","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","109","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"281","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","112","Local variable 'statement' could be declared final","Code Style","LocalVariableCouldBeFinal"
"282","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","112","Local variable 'statement' could be declared final","Code Style","LocalVariableCouldBeFinal"
"283","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","113","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"284","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","113","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"285","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","114","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"286","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","114","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"287","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","115","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"288","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","115","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"289","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","116","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"290","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","116","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"291","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","118","Local variable 'rowUpdated' could be declared final","Code Style","LocalVariableCouldBeFinal"
"292","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","118","Local variable 'rowUpdated' could be declared final","Code Style","LocalVariableCouldBeFinal"
"293","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","118","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"294","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","118","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"295","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","119","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"296","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","119","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"297","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","124","Avoid variables with short names like id","Code Style","ShortVariable"
"298","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","124","Avoid variables with short names like id","Code Style","ShortVariable"
"299","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","124","Parameter 'id' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"300","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","124","Parameter 'id' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
