"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"301","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","124","Public method and constructor comments are required","Documentation","CommentRequired"
"302","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","124","Public method and constructor comments are required","Documentation","CommentRequired"
"303","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","5","125","Found 'DD'-anomaly for variable 'emp' (lines '125'-'140').","Error Prone","DataflowAnomalyAnalysis"
"304","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","5","125","Found 'DD'-anomaly for variable 'emp' (lines '125'-'140').","Error Prone","DataflowAnomalyAnalysis"
"305","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","126","Local variable 'sql' could be declared final","Code Style","LocalVariableCouldBeFinal"
"306","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","126","Local variable 'sql' could be declared final","Code Style","LocalVariableCouldBeFinal"
"307","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","130","Local variable 'statement' could be declared final","Code Style","LocalVariableCouldBeFinal"
"308","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","130","Local variable 'statement' could be declared final","Code Style","LocalVariableCouldBeFinal"
"309","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","131","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"310","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","131","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"311","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","133","Ensure that resources like this ResultSet object are closed after use","Error Prone","CloseResource"
"312","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","133","Ensure that resources like this ResultSet object are closed after use","Error Prone","CloseResource"
"313","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","133","Local variable 'resultSet' could be declared final","Code Style","LocalVariableCouldBeFinal"
"314","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","133","Local variable 'resultSet' could be declared final","Code Style","LocalVariableCouldBeFinal"
"315","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","133","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"316","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","133","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"317","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","135","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"318","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","135","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"319","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","136","Local variable 'empname' could be declared final","Code Style","LocalVariableCouldBeFinal"
"320","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","136","Local variable 'empname' could be declared final","Code Style","LocalVariableCouldBeFinal"
"321","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","137","Local variable 'empdesignation' could be declared final","Code Style","LocalVariableCouldBeFinal"
"322","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","137","Local variable 'empdesignation' could be declared final","Code Style","LocalVariableCouldBeFinal"
"323","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","138","Local variable 'location' could be declared final","Code Style","LocalVariableCouldBeFinal"
"324","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","138","Local variable 'location' could be declared final","Code Style","LocalVariableCouldBeFinal"
"325","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","143","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"326","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","143","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"327","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","144","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"328","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/EmployeeDAO.java","3","144","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"329","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","4","13","Avoid unused imports such as 'org.testng.annotations.Test'","Best Practices","UnusedImports"
"330","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","4","13","Avoid unused imports such as 'org.testng.annotations.Test'","Best Practices","UnusedImports"
"331","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","15","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"332","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","15","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"333","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","15","Header comments are required","Documentation","CommentRequired"
"334","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","15","Header comments are required","Documentation","CommentRequired"
"335","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","17","Field comments are required","Documentation","CommentRequired"
"336","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","17","Field comments are required","Documentation","CommentRequired"
"337","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","18","Field TestUrl has the same name as a method","Error Prone","AvoidFieldNameMatchingMethodName"
"338","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","18","Field TestUrl has the same name as a method","Error Prone","AvoidFieldNameMatchingMethodName"
"339","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","18","Field comments are required","Documentation","CommentRequired"
"340","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","18","Field comments are required","Documentation","CommentRequired"
"341","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","18","It is somewhat confusing to have a field name matching the declaring class name","Error Prone","AvoidFieldNameMatchingTypeName"
"342","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","18","It is somewhat confusing to have a field name matching the declaring class name","Error Prone","AvoidFieldNameMatchingTypeName"
"343","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","18","The static field name 'TestUrl' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"344","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","18","The static field name 'TestUrl' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"345","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","18","Variables should start with a lowercase character, 'TestUrl' starts with uppercase character.","Code Style","VariableNamingConventions"
"346","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","18","Variables should start with a lowercase character, 'TestUrl' starts with uppercase character.","Code Style","VariableNamingConventions"
"347","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","20","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"348","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","20","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"349","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","20","Parameter 'args' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"350","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","20","Parameter 'args' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"351","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","20","Public method and constructor comments are required","Documentation","CommentRequired"
"352","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","20","Public method and constructor comments are required","Documentation","CommentRequired"
"353","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","26","JUnit 4 tests that execute tests should use the @Test annotation, JUnit 5 tests should use @Test, @RepeatedTest, @TestFactory, @TestTemplate or @ParameterizedTest","Best Practices","JUnit4TestShouldUseTestAnnotation"
"354","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","26","JUnit 4 tests that execute tests should use the @Test annotation, JUnit 5 tests should use @Test, @RepeatedTest, @TestFactory, @TestTemplate or @ParameterizedTest","Best Practices","JUnit4TestShouldUseTestAnnotation"
"355","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","26","Public method and constructor comments are required","Documentation","CommentRequired"
"356","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","26","Public method and constructor comments are required","Documentation","CommentRequired"
"357","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","29","Local variable 'Url' could be declared final","Code Style","LocalVariableCouldBeFinal"
"358","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","29","Local variable 'Url' could be declared final","Code Style","LocalVariableCouldBeFinal"
"359","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","29","The local variable name 'Url' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"360","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","29","The local variable name 'Url' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"361","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","29","Variables should start with a lowercase character, 'Url' starts with uppercase character.","Code Style","VariableNamingConventions"
"362","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","29","Variables should start with a lowercase character, 'Url' starts with uppercase character.","Code Style","VariableNamingConventions"
"363","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","30","Avoid instantiating FileInputStream, FileOutputStream, FileReader, or FileWriter","Performance","AvoidFileStream"
"364","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","30","Avoid instantiating FileInputStream, FileOutputStream, FileReader, or FileWriter","Performance","AvoidFileStream"
"365","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","32","Local variable 'prop' could be declared final","Code Style","LocalVariableCouldBeFinal"
"366","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","32","Local variable 'prop' could be declared final","Code Style","LocalVariableCouldBeFinal"
"367","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","39","Local variable 'TestUrl' could be declared final","Code Style","LocalVariableCouldBeFinal"
"368","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","39","Local variable 'TestUrl' could be declared final","Code Style","LocalVariableCouldBeFinal"
"369","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","39","The local variable name 'TestUrl' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"370","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","39","The local variable name 'TestUrl' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"371","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","39","Variables should start with a lowercase character, 'TestUrl' starts with uppercase character.","Code Style","VariableNamingConventions"
"372","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","39","Variables should start with a lowercase character, 'TestUrl' starts with uppercase character.","Code Style","VariableNamingConventions"
"373","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","2","40","System.out.println is used","Best Practices","SystemPrintln"
"374","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","2","40","System.out.println is used","Best Practices","SystemPrintln"
"375","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","44","Avoid printStackTrace(); use a logger call instead.","Best Practices","AvoidPrintStackTrace"
"376","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","44","Avoid printStackTrace(); use a logger call instead.","Best Practices","AvoidPrintStackTrace"
"377","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"378","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"379","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Parameter 'colName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"380","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Parameter 'colName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"381","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Parameter 'data' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"382","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Parameter 'data' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"383","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Parameter 'path' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"384","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Parameter 'path' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"385","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Parameter 'sheetName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"386","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Parameter 'sheetName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"387","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Public method and constructor comments are required","Documentation","CommentRequired"
"388","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Public method and constructor comments are required","Documentation","CommentRequired"
"389","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Rather than using a lot of String arguments, consider using a container object for those values.","Design","UseObjectForClearerAPI"
"390","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","51","Rather than using a lot of String arguments, consider using a container object for those values.","Design","UseObjectForClearerAPI"
"391","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","54","Do not add empty strings","Performance","AddEmptyString"
"392","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","54","Do not add empty strings","Performance","AddEmptyString"
"393","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","2","54","System.out.println is used","Best Practices","SystemPrintln"
"394","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","2","54","System.out.println is used","Best Practices","SystemPrintln"
"395","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","55","Avoid instantiating FileInputStream, FileOutputStream, FileReader, or FileWriter","Performance","AvoidFileStream"
"396","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","55","Avoid instantiating FileInputStream, FileOutputStream, FileReader, or FileWriter","Performance","AvoidFileStream"
"397","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","55","Local variable 'fis' could be declared final","Code Style","LocalVariableCouldBeFinal"
"398","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","55","Local variable 'fis' could be declared final","Code Style","LocalVariableCouldBeFinal"
"399","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","56","Local variable 'workbook' could be declared final","Code Style","LocalVariableCouldBeFinal"
"400","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","56","Local variable 'workbook' could be declared final","Code Style","LocalVariableCouldBeFinal"
"401","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","57","Local variable 'sheet' could be declared final","Code Style","LocalVariableCouldBeFinal"
"402","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","57","Local variable 'sheet' could be declared final","Code Style","LocalVariableCouldBeFinal"
"403","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","5","58","Found 'DD'-anomaly for variable 'col_Num' (lines '58'-'62').","Error Prone","DataflowAnomalyAnalysis"
"404","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","5","58","Found 'DD'-anomaly for variable 'col_Num' (lines '58'-'62').","Error Prone","DataflowAnomalyAnalysis"
"405","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","58","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'col_Num' is not final.","Code Style","VariableNamingConventions"
"406","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","58","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'col_Num' is not final.","Code Style","VariableNamingConventions"
"407","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","58","The local variable name 'col_Num' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"408","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","58","The local variable name 'col_Num' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"409","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","59","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"410","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","59","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"411","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","61","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"412","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","61","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"413","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","61","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"414","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","61","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"415","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","61","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"416","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","61","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"417","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","5","62","Found 'DD'-anomaly for variable 'col_Num' (lines '62'-'62').","Error Prone","DataflowAnomalyAnalysis"
"418","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","5","62","Found 'DD'-anomaly for variable 'col_Num' (lines '62'-'62').","Error Prone","DataflowAnomalyAnalysis"
"419","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","66","Local variable 'rowNum' could be declared final","Code Style","LocalVariableCouldBeFinal"
"420","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","66","Local variable 'rowNum' could be declared final","Code Style","LocalVariableCouldBeFinal"
"421","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","69","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"422","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","69","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"423","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","70","Avoid using if statements without curly braces","Code Style","IfStmtsMustUseBraces"
"424","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","70","Avoid using if statements without curly braces","Code Style","IfStmtsMustUseBraces"
"425","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","71","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"426","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","71","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"427","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","71","This statement should have braces","Code Style","ControlStatementBraces"
"428","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","71","This statement should have braces","Code Style","ControlStatementBraces"
"429","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","73","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"430","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","73","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"431","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","74","Avoid using if statements without curly braces","Code Style","IfStmtsMustUseBraces"
"432","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","74","Avoid using if statements without curly braces","Code Style","IfStmtsMustUseBraces"
"433","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","75","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"434","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","75","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"435","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","75","This statement should have braces","Code Style","ControlStatementBraces"
"436","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","75","This statement should have braces","Code Style","ControlStatementBraces"
"437","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","76","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"438","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","76","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"439","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","77","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"440","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","77","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"441","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","78","Avoid instantiating FileInputStream, FileOutputStream, FileReader, or FileWriter","Performance","AvoidFileStream"
"442","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","1","78","Avoid instantiating FileInputStream, FileOutputStream, FileReader, or FileWriter","Performance","AvoidFileStream"
"443","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","78","Local variable 'fos' could be declared final","Code Style","LocalVariableCouldBeFinal"
"444","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","78","Local variable 'fos' could be declared final","Code Style","LocalVariableCouldBeFinal"
"445","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","2","81","System.out.println is used","Best Practices","SystemPrintln"
"446","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","2","81","System.out.println is used","Best Practices","SystemPrintln"
"447","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","82","Do not add empty strings","Performance","AddEmptyString"
"448","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","82","Do not add empty strings","Performance","AddEmptyString"
"449","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","88","JUnit 4 tests that execute tests should use the @Test annotation, JUnit 5 tests should use @Test, @RepeatedTest, @TestFactory, @TestTemplate or @ParameterizedTest","Best Practices","JUnit4TestShouldUseTestAnnotation"
"450","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","88","JUnit 4 tests that execute tests should use the @Test annotation, JUnit 5 tests should use @Test, @RepeatedTest, @TestFactory, @TestTemplate or @ParameterizedTest","Best Practices","JUnit4TestShouldUseTestAnnotation"
"451","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","88","Public method and constructor comments are required","Documentation","CommentRequired"
"452","net.codejava.javaee.empdb","src/net/codejava/javaee/empdb/TestUrl.java","3","88","Public method and constructor comments are required","Documentation","CommentRequired"
